problem_id,language,original_status,original_src,changed_src,change,error,stderr,error_type,original_code_length,changed_code_length,code_length_difference,change_count
p03044,Python,Runtime Error,"import sys from io import StringIO import unittest import os sys.setrecursionlimit(9999999999) def dfs(now, edge, colors): # 枝を全て調査 for i in edge[now]: # 色を設定済みなら何もしない if not colors[i[0]] == -1: continue # 色の設定 # 親子の距離%2(偶数0:奇数:1) + 親(偶数0:奇数:1) の余りを子に設定(偶数なら0 奇数なら1を設定できるロジック) colors[i[0]] = (i[1] % 2 + colors[now]) % 2 # 再帰処理 dfs(i[0], edge, colors) # 実装を行う関数 def resolve(): n = int(input()) uvw = [list(map(int, input().split())) for i in range(n - 1)] edge = [[] for i in range(n + 1)] # 例：edge[0] = [[1, 100][2, 300]] # 点0は点1と距離100、点2と距離300でつながっている。 for i in uvw: edge[i[0]].append([i[1], i[2]]) edge[i[1]].append([i[0], i[2]]) # -1は「未設定」の意味 colors = [-1 for i in range(n + 1)] # 初期(適当な点を黒に塗る) colors[1] = 1 dfs(1, edge, colors) for i in range(1, len(colors)): print(colors[i]) # テストクラス class TestClass(unittest.TestCase): def assertIO(self, assert_input, output): stdout, sat_in = sys.stdout, sys.stdin sys.stdout, sys.stdin = StringIO(), StringIO(assert_input) resolve() sys.stdout.seek(0) out = sys.stdout.read()[:-1] sys.stdout, sys.stdin = stdout, sat_in self.assertEqual(out, output) def test_input_1(self): test_input = """"""3 1 2 2 2 3 1"""""" output = """"""0 0 1"""""" self.assertIO(test_input, output) def test_input_2(self): test_input = """"""5 2 5 2 2 3 10 1 3 8 3 4 2"""""" output = """"""1 0 1 0 1"""""" self.assertIO(test_input, output) # 自作テストパターンのひな形(利用時は「tes_t」のアンダーバーを削除すること def tes_t_1original_1(self): test_input = """"""データ"""""" output = """"""データ"""""" self.assertIO(test_input, output) # 実装orテストの呼び出し if __name__ == ""__main__"": if os.environ.get(""USERNAME"") is None: # AtCoder提出時の場合 resolve() else: # 自PCの場合 unittest.main()","import sys from io import StringIO import unittest import os sys.setrecursionlimit(999999999) def dfs(now, edge, colors): # 枝を全て調査 for i in edge[now]: # 色を設定済みなら何もしない if not colors[i[0]] == -1: continue # 色の設定 # 親子の距離%2(偶数0:奇数:1) + 親(偶数0:奇数:1) の余りを子に設定(偶数なら0 奇数なら1を設定できるロジック) colors[i[0]] = (i[1] % 2 + colors[now]) % 2 # 再帰処理 dfs(i[0], edge, colors) # 実装を行う関数 def resolve(): n = int(input()) uvw = [list(map(int, input().split())) for i in range(n - 1)] edge = [[] for i in range(n + 1)] # 例：edge[0] = [[1, 100][2, 300]] # 点0は点1と距離100、点2と距離300でつながっている。 for i in uvw: edge[i[0]].append([i[1], i[2]]) edge[i[1]].append([i[0], i[2]]) # -1は「未設定」の意味 colors = [-1 for i in range(n + 1)] # 初期(適当な点を黒に塗る) colors[1] = 1 dfs(1, edge, colors) for i in range(1, len(colors)): print(colors[i]) # テストクラス class TestClass(unittest.TestCase): def assertIO(self, assert_input, output): stdout, sat_in = sys.stdout, sys.stdin sys.stdout, sys.stdin = StringIO(), StringIO(assert_input) resolve() sys.stdout.seek(0) out = sys.stdout.read()[:-1] sys.stdout, sys.stdin = stdout, sat_in self.assertEqual(out, output) def test_input_1(self): test_input = """"""3 1 2 2 2 3 1"""""" output = """"""0 0 1"""""" self.assertIO(test_input, output) def test_input_2(self): test_input = """"""5 2 5 2 2 3 10 1 3 8 3 4 2"""""" output = """"""1 0 1 0 1"""""" self.assertIO(test_input, output) # 自作テストパターンのひな形(利用時は「tes_t」のアンダーバーを削除すること def tes_t_1original_1(self): test_input = """"""データ"""""" output = """"""データ"""""" self.assertIO(test_input, output) # 実装orテストの呼び出し if __name__ == ""__main__"": if os.environ.get(""USERNAME"") is None: # AtCoder提出時の場合 resolve() else: # 自PCの場合 unittest.main()",replace,OverflowError: Python int too large to convert to C int,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03044/Python/s708960220.py"", line 6, in <module>
    sys.setrecursionlimit(9999999999)
OverflowError: Python int too large to convert to C int
",Runtime Error,1620,1619,-1,0
p03044,Python,Runtime Error,"def rec(edges, nodes, cp, cdistance, visited): if not visited[cp]: visited[cp] = True nodes[cp] = cdistance % 2 == 0 if edges[cp]: for v, w in edges[cp]: rec(edges, nodes, v, cdistance + w, visited) def main(): N = int(input()) nodes = [False] * N visited = [False] * N edges = [[] for _ in range(N)] for _ in range(N - 1): u, v, w = map(int, input().split()) edges[u - 1].append((v - 1, w)) edges[v - 1].append((u - 1, w)) rec(edges, nodes, 0, 0, visited) for n in nodes: print(0 if n else 1) if __name__ == ""__main__"": main()","import sys sys.setrecursionlimit(10**9) def rec(edges, nodes, cp, cdistance, visited): if not visited[cp]: visited[cp] = True nodes[cp] = cdistance % 2 == 0 if edges[cp]: for v, w in edges[cp]: rec(edges, nodes, v, cdistance + w, visited) def main(): N = int(input()) nodes = [False] * N visited = [False] * N edges = [[] for _ in range(N)] for _ in range(N - 1): u, v, w = map(int, input().split()) edges[u - 1].append((v - 1, w)) edges[v - 1].append((u - 1, w)) rec(edges, nodes, 0, 0, visited) for n in nodes: print(0 if n else 1) if __name__ == ""__main__"": main()",insert,0,No stderr available,Runtime Error,527,567,40,0
p03044,Python,Time Limit Exceeded,"def solve(string): n, *uvw = map(int, string.split()) uvw = list(zip(uvw[::3], uvw[1::3], uvw[2::3])) whites = set([1]) blacks = set([]) while len(uvw) > 0: tmp = [] for i in range(len(uvw)): t = uvw.pop() if t[0] in whites: if t[2] % 2 == 0: whites.add(t[1]) else: blacks.add(t[1]) elif t[1] in whites: if t[2] % 2 == 0: whites.add(t[0]) else: blacks.add(t[0]) elif t[0] in blacks: if t[2] % 2 == 0: blacks.add(t[1]) else: whites.add(t[1]) elif t[1] in blacks: if t[2] % 2 == 0: blacks.add(t[0]) else: whites.add(t[0]) else: tmp.append(t) uvw = tmp ans = [""0""] * n for i in range(n): if i + 1 in blacks: ans[i] = ""1"" return ""\n"".join(ans) if __name__ == ""__main__"": n = int(input()) print(solve(""{}\n"".format(n) + ""\n"".join([input() for _ in range(n - 1)])))","N = int(input()) p = [[] for _ in range(N + 1)] for _ in range(N - 1): u, v, w = map(int, input().split()) p[u].append((v, w)) p[v].append((u, w)) s = [(1, 0)] l = [-1] * N while s: a, w = s.pop() l[a - 1] = w % 2 for b, c in p[a]: if l[b - 1] == -1: s.append((b, w + c)) for i in l: print(i)",replace,TLE,No stderr available,Time Limit Exceeded,759,292,-467,0
p03044,Python,Runtime Error,"N = int(input()) en = [[] for _ in range(N)] on = [[] for _ in range(N)] for i in range(N - 1): u, v, w = map(int, input().split()) if w % 2: on[u - 1].append(v - 1) on[v - 1].append(u - 1) else: en[u - 1].append(v - 1) en[v - 1].append(u - 1) color = [None] * N def dfs(node, parent, col): if color[node] is not None: return color[node] = col for k in en[node]: if k != parent: dfs(k, node, col) for k in on[node]: if k != parent: dfs(k, node, (col + 1) % 2) dfs(0, -1, 0) print(*color, sep=""\n"")","import sys sys.setrecursionlimit(10**9) input = sys.stdin.readline N = int(input()) en = [[] for _ in range(N)] on = [[] for _ in range(N)] for i in range(N - 1): u, v, w = map(int, input().split()) if w % 2: on[u - 1].append(v - 1) on[v - 1].append(u - 1) else: en[u - 1].append(v - 1) en[v - 1].append(u - 1) color = [None] * N def dfs(node, parent, col): if color[node] is not None: return color[node] = col for k in en[node]: if k != parent: dfs(k, node, col) for k in on[node]: if k != parent: dfs(k, node, (col + 1) % 2) dfs(0, -1, 0) print(*color, sep=""\n"")",insert,0,No stderr available,Runtime Error,497,564,67,0
p03044,Python,Runtime Error,"N = int(input()) neighbors = [[] for _ in range(N + 1)] for _ in range(N - 1): u, v, w = map(int, input().split()) neighbors[u].append((v, w)) neighbors[v].append((u, w)) ans = [None for _ in range(N)] def dfs(v, p, c): ans[v - 1] = c for next_v, distance in neighbors[v]: if next_v == p: continue next_c = c if distance % 2 == 0 else 1 - c dfs(next_v, v, next_c) dfs(1, -1, 0) for e in ans: print(e)","import sys sys.setrecursionlimit(200000) N = int(input()) neighbors = [[] for _ in range(N + 1)] for _ in range(N - 1): u, v, w = map(int, input().split()) neighbors[u].append((v, w)) neighbors[v].append((u, w)) ans = [None for _ in range(N)] def dfs(v, p, c): ans[v - 1] = c for next_v, distance in neighbors[v]: if next_v == p: continue next_c = c if distance % 2 == 0 else 1 - c dfs(next_v, v, next_c) dfs(1, -1, 0) for e in ans: print(e)",insert,0,No stderr available,Runtime Error,400,441,41,0
p03044,Python,Runtime Error,"import sys from collections import defaultdict input = sys.stdin.readline N = int(input()) G = defaultdict(list) for _ in range(N - 1): u, v, w = map(int, input().split()) G[u - 1].append((v - 1, w)) G[v - 1].append((u - 1, w)) res = [None] * N def dfs(v, c): res[v] = c for u, w in G[v]: if res[u] is not None: continue if w % 2 == 0: dfs(u, c) else: dfs(u, 1 - c) dfs(0, 0) for x in res: print(x)","import sys from collections import defaultdict sys.setrecursionlimit(100000) input = sys.stdin.readline N = int(input()) G = defaultdict(list) for _ in range(N - 1): u, v, w = map(int, input().split()) G[u - 1].append((v - 1, w)) G[v - 1].append((u - 1, w)) res = [None] * N def dfs(v, c): res[v] = c for u, w in G[v]: if res[u] is not None: continue if w % 2 == 0: dfs(u, c) else: dfs(u, 1 - c) dfs(0, 0) for x in res: print(x)",insert,0,No stderr available,Runtime Error,398,428,30,0
p03044,Python,Runtime Error,"def dfs(v): for u, w in e[v]: if c[u] != -1: continue c[u] = (c[v] + w) % 2 dfs(u) n = int(input()) e = tuple(set() for _ in range(n)) for _ in range(n - 1): u, v, w = map(int, input().split()) u -= 1 v -= 1 e[u].add((v, w)) e[v].add((u, w)) c = [-1] * n c[0] = 0 dfs(0) print(*c, sep=""\n"")","import sys sys.setrecursionlimit(10**7) def dfs(v): for u, w in e[v]: if c[u] != -1: continue c[u] = (c[v] + w) % 2 dfs(u) n = int(input()) e = tuple(set() for _ in range(n)) for _ in range(n - 1): u, v, w = map(int, input().split()) u -= 1 v -= 1 e[u].add((v, w)) e[v].add((u, w)) c = [-1] * n c[0] = 0 dfs(0) print(*c, sep=""\n"")",insert,0,No stderr available,Runtime Error,290,330,40,0
p03044,Python,Runtime Error,"# -*- coding: utf-8 -*- n = int(input()) g = [[] for i in range(n)] c = [-1 for i in range(n)] for i in range(n - 1): u, v, w = map(int, input().split()) u -= 1 v -= 1 w = w % 2 g[u].append([v, w]) g[v].append([u, w]) def dfs(p, d): if c[p] == -1: c[p] = d for x, w in g[p]: dfs(x, d ^ w) dfs(0, 0) for i in range(len(c)): print(c[i])","# -*- coding: utf-8 -*- import sys sys.setrecursionlimit(100100) n = int(input()) g = [[] for i in range(n)] c = [-1 for i in range(n)] for i in range(n - 1): u, v, w = map(int, input().split()) u -= 1 v -= 1 w = w % 2 g[u].append([v, w]) g[v].append([u, w]) def dfs(p, d): if c[p] == -1: c[p] = d for x, w in g[p]: dfs(x, d ^ w) dfs(0, 0) for i in range(len(c)): print(c[i])",insert,0,No stderr available,Runtime Error,334,375,41,0
p03045,Python,Runtime Error,"# union-findで行けそう。 n, m = map(int, input().split()) par = [-1] * (n + 1) def find(a): if par[a] < 0: return a else: par[a] = find(par[a]) return par[a] def unite(a, b): a = find(a) b = find(b) if a == b: return False else: if par[a] < par[b]: a, b = b, a par[x] += par[y] par[y] = x return True for i in range(m): x, y, z = map(int, input().split()) unite(x, y) cnt = 0 for i in range(n): if par[i + 1] < 0: cnt += 1 print(cnt)","# union-findで行けそう。 n, m = map(int, input().split()) par = [-1] * (n + 1) def find(a): if par[a] < 0: return a else: par[a] = find(par[a]) return par[a] def unite(a, b): a = find(a) b = find(b) if a == b: return False else: if par[a] < par[b]: a, b = b, a par[a] += par[b] par[b] = a return True for i in range(m): x, y, z = map(int, input().split()) unite(x, y) cnt = 0 for i in range(n): if par[i + 1] < 0: cnt += 1 print(cnt)",replace,0,No stderr available,Runtime Error,427,427,0,0
p03045,Python,Runtime Error,"N, M = [int(_) for _ in input().split()] XYZ = [[int(_) for _ in input().split()] for _ in range(M)] UF = list(range(N + 1)) def find(x): if UF[x] != x: UF[x] = find(UF[x]) return UF[x] def unite(x, y): UF[find(x)] = find(y) def same(x, y): return find(x) == find(y) for x, y, z in XYZ: unite(x, y) s = set() for i in range(1, N + 1): s.add(find(i)) print(len(set(s)))","import sys sys.setrecursionlimit(100000) N, M = [int(_) for _ in input().split()] XYZ = [[int(_) for _ in input().split()] for _ in range(M)] UF = list(range(N + 1)) def find(x): if UF[x] != x: UF[x] = find(UF[x]) return UF[x] def unite(x, y): UF[find(x)] = find(y) def same(x, y): return find(x) == find(y) for x, y, z in XYZ: unite(x, y) s = set() for i in range(1, N + 1): s.add(find(i)) print(len(set(s)))",insert,0,No stderr available,Runtime Error,368,409,41,0
p03045,Python,Runtime Error,"n, m = map(int, input().split()) p = list(range(n)) def find(x): if p[x] != x: p[x] = find(p[x]) return p[x] def union(x, y): x, y = find(x), find(y) p[y] = x for _ in range(m): x, y, z = [int(i) - 1 for i in input().split()] if find(x) != find(y): union(x, y) ans = set() for i in range(n): find(i) print(len(set(p)))","n, m = map(int, input().split()) p = list(range(n)) def find(x): if p[x] != x: p[x] = find(p[x]) return p[x] def union(x, y): x, y = find(x), find(y) p[x] = p[y] = min(x, y) for _ in range(m): x, y, z = [int(i) - 1 for i in input().split()] if find(x) != find(y): union(x, y) ans = set() for i in range(n): find(i) print(len(set(p)))",replace,0,No stderr available,Runtime Error,318,333,15,0
p03045,Python,Runtime Error,"import sys # 再帰上限の変更(デフォルトは1000) sys.setrecursionlimit(10**20) N, M = map(int, input().split()) XYZ = [list(map(int, input().split())) for i in range(M)] # XがわかればYがわかるので、あるAiがわかったときどこまでわかるか?をグラフにしてDFSで探索 graph = [[] for i in range(N + 1)] seen = [0] * (N + 1) for X, Y, Z in XYZ: graph[X].append(Y) graph[Y].append(X) def dfs(a): if seen[a] == 1: return else: seen[a] = 1 for i in graph[a]: dfs(i) ans = 0 for i in range(1, N + 1): if seen[i] == 1: continue else: dfs(i) ans += 1 print(ans)","import sys # 再帰上限の変更(デフォルトは1000) # 大きくしすぎるとREするらしい sys.setrecursionlimit(10**9) N, M = map(int, input().split()) XYZ = [list(map(int, input().split())) for i in range(M)] # XがわかればYがわかるので、あるAiがわかったときどこまでわかるか?をグラフにしてDFSで探索 graph = [[] for i in range(N + 1)] seen = [0] * (N + 1) for X, Y, Z in XYZ: graph[X].append(Y) graph[Y].append(X) def dfs(a): if seen[a] == 1: return else: seen[a] = 1 for i in graph[a]: dfs(i) ans = 0 for i in range(1, N + 1): if seen[i] == 1: continue else: dfs(i) ans += 1 print(ans)",replace,OverflowError: Python int too large to convert to C int,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03045/Python/s787539670.py"", line 4, in <module>
    sys.setrecursionlimit(10 ** 20)
OverflowError: Python int too large to convert to C int
",Runtime Error,490,507,17,0
p03047,Python,Runtime Error,"N, K = map(int, input()) print(N - K + 1)","N, K = map(int, input().split()) print(N - K + 1)",replace,ValueError: invalid literal for int() with base 10: ' ',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03047/Python/s597421224.py"", line 1, in <module>
    N, K = map(int, input())
ValueError: invalid literal for int() with base 10: ' '
",Runtime Error,41,49,8,0
p03047,Python,Runtime Error,"N, K = map(int, input()) print(N - (K - 1))","N, K = map(int, input().split()) print(N - (K - 1))",replace,ValueError: invalid literal for int() with base 10: ' ',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03047/Python/s207697669.py"", line 1, in <module>
    N, K = map(int, input())
ValueError: invalid literal for int() with base 10: ' '
",Runtime Error,43,51,8,0
p03048,Python,Time Limit Exceeded,"R, G, B, N = map(int, input().split()) ans = 0 for i in range(N // R + 1): N_R = N - i * R for j in range(N_R // G + 1): N_RG = N_R - j * G for k in range(N_RG // B + 1): N_RGB = N_RG - k * B if N_RGB == 0: ans += 1 print(ans)","R, G, B, N = map(int, input().split()) ans = 0 for i in range(N // R + 1): for j in range((N - i * R) // G + 1): if (N - i * R - j * G) % B == 0: ans += 1 print(ans)",replace,TLE,No stderr available,Time Limit Exceeded,226,165,-61,0
